country,new,all,cure,death
埃塞俄比亚,512,112091,78619,1734
洪都拉斯,616,109760,48953,2938
委内瑞拉,481,103548,98521,909
突尼斯,2620,101900,75464,3481
缅甸,1502,96520,74973,2059
巴勒斯坦,1968,94676,70206,797
波黑,1254,92793,57545,2865
巴林,168,87600,85710,341
丹麦,1605,87266,69150,867
肯尼亚,866,87249,68110,1506
阿尔及利亚,803,86730,56079,2492
巴拉圭,1022,86499,60644,1813
利比亚,680,85529,56048,1219
斯洛文尼亚,1784,83133,60957,1653
吉尔吉斯斯坦,440,74373,66113,1285
乌兹别克斯坦,161,73592,70861,611
爱尔兰,263,73491,23364,2086
马来西亚,1141,70236,59061,376
立陶宛,7067,69582,27760,590
尼日利亚,324,68627,64467,1179
北马其顿,1099,66330,42241,1877
新加坡,3,58242,58152,29
加纳,429,52096,50924,325
阿富汗,119,46837,37260,1846
阿尔巴尼亚,801,41302,20974,870
萨尔瓦多,588,39718,36286,1142
挪威,430,37801,17998,354
黑山,535,37467,26414,522
卢森堡,588,37017,28029,345
韩国,629,36332,28611,536
澳大利亚,4,27953,25631,908
芬兰,336,26758,18100,408
斯里兰卡,521,26559,19438,130
喀麦隆,265,24752,23344,443
乌干达,286,21898,9117,206
科特迪瓦,23,21412,21054,132
拉脱维亚,686,19993,1849,242
苏丹,281,18535,10672,1271
赞比亚,127,17857,17145,364
马达加斯加,172,17513,16657,255
塞内加尔,80,16297,15707,336
莫桑比克,120,16038,14160,133
安哥拉,132,15493,8299,353
纳米比亚,205,14804,13874,152
爱沙尼亚,470,13939,8549,125
刚果（金）,149,13281,11753,337
几内亚,19,13186,12270,76
马尔代夫,37,13143,12199,47
塔吉克斯坦,41,12349,11758,87
塞浦路斯,289,11812,2057,57
博茨瓦纳,789,11531,8978,34
佛得角,58,10996,10496,108
牙买加,76,10987,6730,260
津巴布韦,295,10424,8754,280
马耳他,123,10320,8120,149
海地,16,9347,8124,233
加蓬,15,9254,9106,60
毛里塔尼亚,176,9181,7812,182
古巴,79,8610,7858,136
叙利亚,86,8233,3811,437
巴哈马,16,7565,5976,163
伯利兹,1382,7236,3725,164
安道尔,51,6955,6130,77
特立尼达和多巴哥,10,6735,5884,121
乌拉圭,276,6731,4826,80
斯威士兰,6,6480,6066,122
马拉维,4,6047,5472,185
卢旺达,32,6043,5672,51
尼加拉瓜,0,5838,4225,161
刚果（布）,0,5774,4988,94
吉布提,1,5690,5592,61
圭亚那,73,5601,4695,151
冰岛,14,5462,5223,27
苏里南,2,5322,5205,117
赤道几内亚,3,5159,5023,85
马里,58,4938,3307,163
中非共和国,0,4918,1924,63
索马里,0,4525,3480,121
泰国,14,4053,3839,60
冈比亚,1,3768,3613,123
布基纳法索,29,3091,2687,68
贝宁,0,3055,2907,44
多哥,12,3051,2599,65
几内亚比绍,0,2441,2327,44
塞拉利昂,4,2420,1842,74
也门,28,2267,1534,627
莱索托,5,2150,1278,44
新西兰,0,2069,1983,25
圣马力诺,42,1756,1381,47
尼日尔,86,1726,1237,77
乍得,11,1719,1555,102
利比里亚,13,1676,1358,83
越南,0,1361,1220,35
列支敦士登公国,12,1351,1183,17
蒙古,12,831,365,0
钻石号邮轮,0,712,699,13
布隆迪,3,692,575,1
巴布亚新几内亚,2,671,597,7
厄立特里亚,38,632,508,0
摩纳哥,9,630,571,3
科摩罗,2,615,590,7
坦桑尼亚,0,509,183,21
毛里求斯,0,508,465,10
不丹,3,418,386,0
柬埔寨,4,335,304,0
巴巴多斯,3,284,257,7
圣卢西亚,1,262,141,2
塞舌尔,1,184,168,0
文莱,0,151,146,3
安提瓜和巴布达,0,144,133,4
圣文森特和格林纳丁斯,2,87,80,0
多米尼克,0,85,72,0
斐济,2,44,33,2
格林纳达,0,41,39,0
老挝,0,39,26,0
马提尼克岛,5,37,0,1
东帝汶,0,31,30,0
梵蒂冈,0,27,15,0
圣基茨和尼维斯,0,22,19,0
所罗门群岛,0,17,5,0
马绍尔群岛,0,4,4,0
瓦努阿图,0,1,1,0
