country,new,all,cure,death
美国,203427,14313941,8462347,279865
印度,36604,9499413,8932647,138122
巴西,49863,6436650,5759294,174515
俄罗斯,25043,2327105,1814442,40630
法国,14064,2275520,167915,52821
西班牙,9331,1682533,196958,45784
英国,16232,1663467,3602,59796
意大利,20709,1641610,823335,57045
阿根廷,7533,1440103,1268358,39156
哥伦比亚,9297,1334089,1225635,37117
墨西哥,11251,1133613,836567,107565
德国,9256,1106074,787695,17411
波兰,13823,1013747,622980,18208
伊朗,13621,989572,688054,48990
秘鲁,1075,963605,896978,35966
南非,4173,796472,734305,21709
乌克兰,13443,778560,384961,13140
土耳其,31923,700880,414141,14129
比利时,1867,579212,33687,16786
伊拉克,1961,556728,486313,12340
智利,1034,553898,529501,15438
印度尼西亚,5533,549508,458880,17199
荷兰,188,541238,7066,9584
捷克,4568,533042,461599,8515
罗马尼亚,4916,484550,371231,11665
孟加拉,2198,469423,385786,6713
菲律宾,1432,434357,399005,8436
巴基斯坦,2829,403311,345365,8166
加拿大,6413,393506,314529,12342
摩洛哥,4346,364190,314237,5985
沙特阿拉伯,249,357872,347513,5919
以色列,871,339619,325260,2883
瑞士,4786,335660,257600,5045
葡萄牙,3384,303846,223446,4645
奥地利,7005,289461,233657,3446
瑞典,5400,266158,4917,6972
尼泊尔,2794,236246,218161,1538
约旦,3591,227208,168429,2854
匈牙利,4136,225209,65888,5142
厄瓜多尔,1203,194876,169804,13562
塞尔维亚,7919,191356,15913,1704
哈萨克斯坦,769,176334,148685,2434
阿联酋,1285,171434,156380,580
巴拿马,2028,169339,146576,3114
日本,13,153416,127148,2141
保加利亚,3138,151913,55206,4347
多米尼加,895,145197,115611,2334
玻利维亚,102,144810,123673,8972
格鲁吉亚,4033,143376,121621,1342
科威特,268,143260,138134,882
哥斯达黎加,1168,141340,88226,1739
白俄罗斯,1689,139908,117195,1174
卡塔尔,255,139256,136513,239
亚美尼亚,1264,137231,111795,2228
克罗地亚,3539,134881,110355,1916
黎巴嫩,1842,131297,83034,1055
阿塞拜疆,3942,129544,79162,1470
阿曼,237,124145,115613,1430
危地马拉,1398,123460,112181,4191
埃及,421,116724,102949,6694
埃塞俄比亚,430,110984,76067,1715
摩尔多瓦,1717,110580,96711,2343
希腊,2185,109655,23074,2606
斯洛伐克,2043,109226,71738,898
洪都拉斯,388,108641,48556,2927
委内瑞拉,227,102621,97562,901
突尼斯,1208,99280,73607,3359
缅甸,1411,93600,72601,1998
波黑,2477,90378,54967,2773
巴勒斯坦,2188,90192,66989,763
巴林,133,87270,85463,341
肯尼亚,961,85130,56464,1484
阿尔及利亚,932,85084,54990,2464
巴拉圭,1003,84482,59465,1783
利比亚,670,84087,54712,1200
丹麦,1586,84056,66604,852
斯洛文尼亚,3,79566,57447,1547
吉尔吉斯斯坦,335,73513,65189,1277
乌兹别克斯坦,190,73335,70534,611
爱尔兰,268,73066,23364,2074
马来西亚,851,68020,56969,365
尼日利亚,122,67960,63839,1177
北马其顿,945,63890,40977,1825
立陶宛,0,62515,15077,519
新加坡,2,58230,58144,29
加纳,0,51667,50547,323
阿富汗,263,46980,37026,1822
阿尔巴尼亚,705,39719,19912,839
萨尔瓦多,0,39130,35839,1129
挪威,378,36969,17998,351
黑山,502,36351,25409,510
卢森堡,673,35802,26497,334
韩国,511,35163,28352,529
澳大利亚,16,27939,25614,908
芬兰,420,25882,18100,408
斯里兰卡,528,25410,18304,124
喀麦隆,42,24487,22177,441
乌干达,374,21409,9044,206
科特迪瓦,27,21361,21010,132
拉脱维亚,690,18377,1823,224
苏丹,209,18254,10493,1265
赞比亚,35,17700,17086,357
马达加斯加,0,17341,16657,251
塞内加尔,66,16173,15657,334
莫桑比克,96,15866,14014,132
安哥拉,68,15319,8139,351
纳米比亚,61,14477,13697,151
几内亚,24,13143,12154,76
马尔代夫,21,13070,12001,47
爱沙尼亚,522,13019,7608,122
刚果（金）,128,12987,11694,336
塔吉克斯坦,38,12269,11677,87
塞浦路斯,292,11175,2057,52
佛得角,51,10867,10422,106
牙买加,101,10864,6500,258
博茨瓦纳,0,10742,7912,34
津巴布韦,95,10129,8643,277
马耳他,126,10101,7887,146
海地,17,9313,8091,233
加蓬,25,9239,9089,60
毛里塔尼亚,153,8863,7780,179
古巴,75,8456,7714,136
叙利亚,86,8059,3689,426
巴哈马,2,7543,5934,163
安道尔,52,6842,5988,76
特立尼达和多巴哥,19,6704,5843,121
斯威士兰,13,6455,6032,122
乌拉圭,201,6225,4584,80
