country,new,all,cure,death
阿富汗,209,49161,38475,2011
韩国,1011,46453,33610,634
卢森堡,595,42845,33920,421
黑山,415,42563,32550,610
萨尔瓦多,265,42397,38481,1219
挪威,235,42312,17998,402
斯里兰卡,290,34737,25652,160
芬兰,411,31870,22500,472
乌干达,967,28733,10070,225
澳大利亚,13,28072,25696,908
拉脱维亚,1023,27495,18153,382
喀麦隆,113,25472,23851,445
苏丹,218,22082,12753,1384
科特迪瓦,70,21741,21364,133
爱沙尼亚,589,19271,12117,160
赞比亚,28,18456,17635,369
马达加斯加,0,17587,16992,259
塞内加尔,120,17336,16349,352
纳米比亚,550,17276,15196,164
莫桑比克,101,17143,15241,145
安哥拉,45,16407,9194,379
塞浦路斯,401,16190,2057,85
刚果（金）,333,14930,12859,364
几内亚,17,13474,12727,80
马尔代夫,10,13402,12786,48
博茨瓦纳,0,12873,10456,38
塔吉克斯坦,38,12815,12253,89
牙买加,32,11907,8371,276
津巴布韦,227,11749,9702,313
毛里塔尼亚,198,11629,8281,244
佛得角,63,11458,11106,110
马耳他,112,11415,9516,180
乌拉圭,475,10893,7142,102
伯利兹,161,9672,4628,212
古巴,83,9671,8658,137
叙利亚,151,9603,4548,554
海地,9,9597,8280,234
加蓬,22,9373,9223,63
巴哈马,16,7714,6087,164
安道尔,64,7446,6819,79
斯威士兰,114,7026,6531,135
卢旺达,122,6954,6057,57
特立尼达和多巴哥,17,6917,6230,123
刚果（布）,0,6200,4988,100
马拉维,11,6091,5661,187
圭亚那,43,6016,5185,158
马里,91,5969,3702,209
尼加拉瓜,51,5938,4225,163
吉布提,10,5759,5628,61
冰岛,7,5578,5421,28
苏里南,20,5401,5239,117
赤道几内亚,0,5195,5061,85
中非共和国,0,4936,1924,63
索马里,0,4579,3529,121
布基纳法索,149,4449,3088,73
泰国,20,4281,3989,60
冈比亚,1,3786,3653,123
多哥,20,3315,2852,66
贝宁,62,3152,2972,44
塞拉利昂,9,2460,1854,75
几内亚比绍,3,2447,2378,44
莱索托,58,2365,1423,46
尼日尔,39,2361,1329,82
新西兰,4,2100,2032,25
也门,1,2085,1384,606
圣马力诺,43,2025,1694,54
乍得,16,1800,1620,102
利比里亚,97,1773,1406,83
列支敦士登公国,21,1600,1377,21
越南,0,1405,1252,35
蒙古,5,923,384,0
布隆迪,6,741,640,1
巴布亚新几内亚,4,729,601,8
钻石号邮轮,0,712,699,13
厄立特里亚,0,711,564,0
摩纳哥,7,685,611,3
科摩罗,5,633,606,7
毛里求斯,0,524,489,10
坦桑尼亚,0,509,183,21
不丹,1,440,409,0
柬埔寨,0,362,324,0
巴巴多斯,4,301,274,7
圣卢西亚,0,278,246,4
塞舌尔,15,202,184,0
文莱,0,152,148,3
安提瓜和巴布达,3,151,141,5
圣文森特和格林纳丁斯,2,100,82,0
多米尼克,0,88,83,0
格林纳达,16,85,41,0
斐济,0,46,38,2
老挝,0,41,36,0
马提尼克岛,5,37,0,1
东帝汶,0,31,30,0
圣基茨和尼维斯,0,28,23,0
梵蒂冈,0,27,15,0
所罗门群岛,0,17,5,0
马绍尔群岛,0,4,4,0
瓦努阿图,0,1,1,0
