country,new,all,cure,death
埃及,415,118847,103703,6790
摩尔多瓦,1130,117495,101938,2438
斯洛伐克,552,117283,84850,1018
希腊,1250,116721,23074,3092
埃塞俄比亚,440,113735,82803,1755
洪都拉斯,1063,111023,49456,2946
委内瑞拉,462,104904,99982,924
突尼斯,327,104329,77798,3596
缅甸,1276,100431,79240,2132
巴勒斯坦,1720,99758,74053,848
波黑,437,94944,59488,3012
丹麦,2046,93177,72401,894
阿尔及利亚,573,88825,57648,2527
巴拉圭,803,88723,62603,1872
肯尼亚,199,88579,69414,1531
巴林,181,88111,86215,341
利比亚,517,87097,57380,1243
斯洛文尼亚,3,86288,63999,1796
立陶宛,1390,77426,32399,673
吉尔吉斯斯坦,295,75690,67873,1301
爱尔兰,222,74468,23364,2099
马来西亚,1600,74294,62306,384
乌兹别克斯坦,153,74206,71482,611
尼日利亚,390,69645,64947,1181
北马其顿,364,68332,44705,1949
新加坡,12,58285,58168,29
加纳,76,52274,51063,325
阿富汗,200,47716,37920,1906
阿尔巴尼亚,695,43683,22180,922
萨尔瓦多,214,40345,36735,1168
韩国,594,38755,29650,552
挪威,163,38703,17998,359
黑山,316,38562,27651,543
卢森堡,1459,38476,29792,360
斯里兰卡,377,28580,20804,142
澳大利亚,15,27987,25646,908
芬兰,250,27881,18100,424
喀麦隆,0,24752,23344,443
乌干达,701,23200,9374,207
拉脱维亚,207,21520,1866,272
科特迪瓦,22,21507,21150,132
苏丹,279,19747,11184,1301
赞比亚,15,17931,17211,364
马达加斯加,0,17513,16927,255
塞内加尔,76,16553,15806,340
莫桑比克,82,16326,14429,136
安哥拉,57,15648,8353,354
爱沙尼亚,248,15226,9009,134
纳米比亚,141,15219,13949,152
刚果（金）,68,13595,12059,344
几内亚,31,13264,12465,79
马尔代夫,15,13213,12437,47
塞浦路斯,416,12867,2057,63
塔吉克斯坦,41,12469,11881,87
博茨瓦纳,527,12058,9400,36
牙买加,121,11184,7146,265
佛得角,35,11098,10676,109
津巴布韦,121,10839,8972,294
马耳他,139,10659,8497,155
毛里塔尼亚,163,9679,7849,194
海地,29,9399,8148,233
加蓬,24,9278,9132,60
古巴,124,8906,7997,136
叙利亚,87,8490,4000,452
伯利兹,184,7953,3943,176
巴哈马,9,7579,6003,163
乌拉圭,202,7505,5240,83
安道尔,34,7084,6293,78
特立尼达和多巴哥,8,6775,5962,122
斯威士兰,28,6529,6094,123
卢旺达,62,6191,5696,51
马拉维,2,6051,5476,185
尼加拉瓜,0,5838,4225,161
刚果（布）,0,5774,4988,94
吉布提,7,5708,5596,61
圭亚那,32,5697,4779,154
冰岛,14,5496,5272,27
苏里南,1,5325,5214,117
马里,155,5290,3377,175
赤道几内亚,7,5166,5036,85
中非共和国,0,4922,1924,63
索马里,54,4579,3529,121
泰国,19,4126,3874,60
冈比亚,0,3770,3615,123
布基纳法索,103,3315,2721,68
多哥,16,3111,2677,65
贝宁,18,3073,2922,44
几内亚比绍,3,2444,2337,44
塞拉利昂,2,2428,1846,74
也门,46,2383,1554,649
莱索托,0,2150,1278,44
新西兰,6,2085,2006,25
尼日尔,38,1894,1239,78
圣马力诺,11,1800,1438,48
乍得,3,1728,1571,102
利比里亚,0,1676,1358,83
列支敦士登公国,1,1397,1235,19
越南,1,1367,1224,35
蒙古,1,888,384,0
钻石号邮轮,0,712,699,13
布隆迪,4,698,630,1
巴布亚新几内亚,0,671,597,7
厄立特里亚,17,649,517,0
摩纳哥,3,641,577,3
科摩罗,0,616,600,7
毛里求斯,3,511,478,10
坦桑尼亚,0,509,183,21
不丹,2,432,390,0
柬埔寨,2,350,307,0
巴巴多斯,2,287,260,7
圣卢西亚,5,270,165,2
塞舌尔,0,184,168,0
文莱,0,151,147,3
安提瓜和巴布达,2,146,134,4
圣文森特和格林纳丁斯,0,87,80,0
多米尼克,0,85,72,0
斐济,0,44,33,2
格林纳达,2,43,41,0
老挝,2,41,26,0
马提尼克岛,5,37,0,1
东帝汶,0,31,30,0
梵蒂冈,0,27,15,0
圣基茨和尼维斯,0,25,21,0
所罗门群岛,0,17,5,0
马绍尔群岛,0,4,4,0
瓦努阿图,0,1,1,0
