country,new,all,cure,death
爱尔兰,327,76776,23364,2134
乌兹别克斯坦,155,75396,72661,612
北马其顿,881,74732,50852,2169
尼日利亚,758,74132,66494,1200
新加坡,12,58353,58233,29
加纳,116,53386,52048,327
阿尔巴尼亚,809,50000,25876,1028
阿富汗,209,49161,38475,2011
韩国,1078,45442,32947,612
萨尔瓦多,265,42397,38481,1219
卢森堡,350,42250,33486,418
黑山,345,42148,32097,597
挪威,233,41852,17998,395
斯里兰卡,223,34121,25652,157
芬兰,411,31870,20000,466
乌干达,402,28168,10005,225
澳大利亚,12,28060,25690,908
拉脱维亚,1023,27495,17477,382
喀麦隆,145,25359,23851,445
苏丹,273,21864,12667,1372
科特迪瓦,70,21775,21335,133
爱沙尼亚,589,19271,12117,160
赞比亚,106,18428,17487,368
马达加斯加,0,17587,16992,259
塞内加尔,120,17336,16349,352
莫桑比克,40,17042,15117,144
纳米比亚,187,16913,14981,164
安哥拉,85,16362,8990,372
塞浦路斯,339,15789,2057,84
刚果（金）,136,14597,12773,358
几内亚,17,13474,12727,80
马尔代夫,13,13392,12760,48
博茨瓦纳,372,12873,10456,38
塔吉克斯坦,36,12777,12212,88
牙买加,165,11875,8212,276
津巴布韦,164,11522,9599,310
毛里塔尼亚,296,11431,8248,236
佛得角,34,11395,11055,110
马耳他,49,11303,9420,177
乌拉圭,389,10418,6895,98
海地,9,9597,8280,234
古巴,96,9588,8592,137
伯利兹,134,9511,4514,211
叙利亚,150,9452,4494,543
加蓬,21,9351,9204,63
巴哈马,24,7698,6081,164
安道尔,44,7382,6706,79
斯威士兰,87,6912,6476,132
特立尼达和多巴哥,15,6900,6204,123
卢旺达,85,6832,6036,57
刚果（布）,151,6200,4988,100
马拉维,10,6080,5659,187
圭亚那,30,5973,5144,156
尼加拉瓜,0,5887,4225,162
马里,42,5878,3697,205
吉布提,21,5749,5628,61
冰岛,7,5578,5421,28
苏里南,22,5381,5231,117
赤道几内亚,10,5195,5061,85
中非共和国,0,4936,1924,63
索马里,0,4579,3529,121
布基纳法索,91,4300,2940,73
泰国,15,4261,3977,60
冈比亚,3,3785,3653,123
多哥,29,3295,2821,66
贝宁,0,3090,2972,44
塞拉利昂,6,2451,1853,75
几内亚比绍,3,2447,2378,44
尼日尔,39,2361,1329,82
莱索托,30,2307,1398,44
新西兰,4,2100,2032,25
也门,1,2085,1384,606
圣马力诺,50,1982,1685,52
乍得,13,1784,1611,102
利比里亚,0,1676,1358,83
列支敦士登公国,13,1579,1366,21
越南,3,1405,1252,35
蒙古,1,918,384,0
布隆迪,6,735,640,1
巴布亚新几内亚,4,729,601,8
钻石号邮轮,0,712,699,13
厄立特里亚,0,711,564,0
摩纳哥,7,678,609,3
科摩罗,5,633,606,7
毛里求斯,9,524,489,10
坦桑尼亚,0,509,183,21
不丹,1,439,408,0
柬埔寨,3,362,319,0
巴巴多斯,1,297,273,7
圣卢西亚,3,278,240,4
塞舌尔,15,202,184,0
文莱,0,152,148,3
安提瓜和巴布达,0,148,138,5
圣文森特和格林纳丁斯,0,98,81,0
多米尼克,0,88,83,0
格林纳达,16,85,41,0
斐济,0,46,38,2
老挝,0,41,36,0
马提尼克岛,5,37,0,1
东帝汶,0,31,30,0
圣基茨和尼维斯,1,28,23,0
梵蒂冈,0,27,15,0
所罗门群岛,0,17,5,0
马绍尔群岛,0,4,4,0
瓦努阿图,0,1,1,0
