country,new,all,cure,death
古巴,104,8714,7909,136
叙利亚,87,8320,3879,442
伯利兹,218,7601,3752,172
巴哈马,5,7570,5995,163
安道尔,50,7005,6171,78
乌拉圭,234,6965,4946,81
特立尼达和多巴哥,16,6751,5907,122
斯威士兰,15,6495,6078,122
卢旺达,41,6084,5696,51
马拉维,2,6049,5476,185
尼加拉瓜,0,5838,4225,161
刚果（布）,0,5774,4988,94
吉布提,2,5692,5592,61
圭亚那,36,5637,4733,151
冰岛,14,5476,5253,27
苏里南,2,5324,5207,117
赤道几内亚,0,5159,5023,85
马里,124,5062,3334,163
中非共和国,4,4922,1924,63
索马里,0,4525,3480,121
泰国,19,4072,3848,60
冈比亚,2,3770,3615,123
布基纳法索,65,3156,2697,68
贝宁,0,3055,2907,44
多哥,12,3051,2599,65
几内亚比绍,0,2441,2327,44
塞拉利昂,4,2420,1843,74
也门,37,2304,1547,633
莱索托,5,2150,1278,44
新西兰,9,2078,1997,25
尼日尔,63,1789,1237,77
圣马力诺,75,1789,1412,48
乍得,3,1722,1561,102
利比里亚,13,1676,1358,83
列支敦士登公国,27,1378,1183,17
越南,4,1365,1220,35
蒙古,11,842,368,0
钻石号邮轮,0,712,699,13
布隆迪,2,694,575,1
巴布亚新几内亚,0,671,597,7
摩纳哥,7,637,572,3
厄立特里亚,38,632,508,0
科摩罗,1,616,600,7
坦桑尼亚,0,509,183,21
毛里求斯,0,508,465,10
不丹,6,424,387,0
柬埔寨,10,345,305,0
巴巴多斯,1,285,260,7
圣卢西亚,3,265,158,2
塞舌尔,0,184,168,0
文莱,0,151,146,3
安提瓜和巴布达,0,144,133,4
圣文森特和格林纳丁斯,0,87,80,0
多米尼克,0,85,72,0
斐济,0,44,33,2
格林纳达,0,41,39,0
老挝,0,39,26,0
马提尼克岛,5,37,0,1
东帝汶,0,31,30,0
梵蒂冈,0,27,15,0
圣基茨和尼维斯,3,25,20,0
所罗门群岛,0,17,5,0
马绍尔群岛,0,4,4,0
瓦努阿图,0,1,1,0
