country,new,all,cure,death
埃塞俄比亚,472,116769,93890,1806
洪都拉斯,335,114043,51410,2974
突尼斯,968,111361,84741,3894
丹麦,6197,110305,79918,941
巴勒斯坦,1639,109738,85110,978
缅甸,1127,108342,86795,2268
委内瑞拉,609,107786,102289,954
波黑,1574,101117,65758,3336
斯洛文尼亚,833,96314,73377,2063
巴拉圭,669,93582,66543,1953
立陶宛,2849,93101,38893,815
阿尔及利亚,464,92102,60457,2596
肯尼亚,366,91892,73028,1587
利比亚,899,90779,60895,1299
巴林,178,89143,87182,348
马来西亚,1229,83475,69393,415
吉尔吉斯斯坦,297,77356,70192,1307
爱尔兰,429,76185,23364,2124
乌兹别克斯坦,145,74956,72243,612
北马其顿,613,73638,49414,2121
尼日利亚,418,73175,66090,1197
新加坡,7,58320,58208,29
加纳,195,52933,51676,327
阿尔巴尼亚,788,48530,24820,1003
阿富汗,298,48527,38250,1965
韩国,1030,42766,31814,580
黑山,478,41426,30493,582
萨尔瓦多,231,41394,37667,1200
挪威,200,41003,17998,387
卢森堡,0,40755,31678,392
斯里兰卡,140,32790,23793,152
芬兰,360,30810,20000,453
澳大利亚,6,28037,25676,908
乌干达,1163,27532,9826,221
拉脱维亚,629,25675,16778,349
喀麦隆,56,25143,23851,443
科特迪瓦,41,21680,21298,133
苏丹,239,21386,12313,1347
赞比亚,57,18274,17388,367
爱沙尼亚,342,18055,11037,149
马达加斯加,0,17587,16992,259
塞内加尔,14,17075,16094,349
莫桑比克,142,16954,14818,142
纳米比亚,267,16536,14684,160
安哥拉,27,16188,8898,371
塞浦路斯,301,15101,2057,78
刚果（金）,119,14461,12465,352
几内亚,22,13420,12657,79
马尔代夫,20,13368,12706,48
塔吉克斯坦,80,12704,12133,88
博茨瓦纳,0,12501,9940,37
牙买加,201,11710,7954,273
佛得角,55,11357,10962,110
津巴布韦,27,11246,9451,307
马耳他,52,11153,9169,169
毛里塔尼亚,191,10971,8076,225
乌拉圭,528,9708,6358,92
海地,26,9491,8241,233
古巴,69,9423,8434,137
加蓬,0,9330,9182,63
伯利兹,122,9295,4321,195
叙利亚,125,9166,4376,518
巴哈马,36,7659,6069,163
安道尔,50,7338,6629,79
特立尼达和多巴哥,15,6879,6145,122
斯威士兰,54,6768,6379,127
卢旺达,131,6659,5955,56
马拉维,3,6066,5491,187
刚果（布）,0,6049,4988,99
圭亚那,41,5920,5073,155
尼加拉瓜,0,5887,4225,162
马里,93,5814,3591,194
吉布提,3,5728,5618,61
冰岛,5,5557,5366,28
苏里南,13,5353,5224,117
赤道几内亚,0,5185,5058,85
中非共和国,0,4936,1924,63
索马里,0,4579,3529,121
泰国,17,4209,3923,60
布基纳法索,136,4030,2910,71
冈比亚,3,3782,3647,123
多哥,30,3251,2771,66
贝宁,0,3090,2972,44
几内亚比绍,0,2444,2337,44
塞拉利昂,2,2440,1850,75
尼日尔,59,2258,1292,80
莱索托,0,2250,1319,44
新西兰,4,2096,2015,25
也门,1,2083,1383,606
圣马力诺,0,1932,1575,51
乍得,19,1770,1607,102
利比里亚,0,1676,1358,83
列支敦士登公国,32,1514,1296,20
越南,2,1397,1241,35
蒙古,1,907,384,0
布隆迪,1,729,640,1
巴布亚新几内亚,1,721,601,8
钻石号邮轮,0,712,699,13
厄立特里亚,55,711,564,0
摩纳哥,9,668,597,3
科摩罗,11,628,606,7
毛里求斯,0,515,478,10
坦桑尼亚,0,509,183,21
不丹,1,437,400,0
柬埔寨,2,359,307,0
巴巴多斯,0,292,269,7
圣卢西亚,1,275,203,4
塞舌尔,0,187,182,0
文莱,0,152,147,3
安提瓜和巴布达,1,148,138,5
圣文森特和格林纳丁斯,4,98,81,0
多米尼克,1,88,83,0
斐济,0,44,35,2
格林纳达,0,43,41,0
老挝,0,41,33,0
马提尼克岛,5,37,0,1
东帝汶,0,31,30,0
圣基茨和尼维斯,0,27,23,0
梵蒂冈,0,27,15,0
所罗门群岛,0,17,5,0
马绍尔群岛,0,4,4,0
瓦努阿图,0,1,1,0
